"영화명","누적매출액","누적관객수","스크린수","상영횟수","개봉일","배급사","등급","장르","감독","주연","제작사","cluster","조연"
"박수칠 때 떠나라",13181626500,2073641,237,32149,"2005-08-11","(주)시네마서비스","15세관람가","드라마,코미디,미스터리","장진","차승원,신하균","(주)어나더썬데이",1,",신구,정동환,김진태,공호석,정규수,이한위,이용이,류승룡,임승대,장영남,박정아,황정민,이해영,박준서,김지선"
"박열",18096420795,2359707,1176,78504,"2017-06-28","메가박스중앙(주)플러스엠","12세이상관람가","드라마","이준익","이제훈,최희서,김인우","(유)박열문화전문회사",1,",야마노우치 타스쿠,요코우치 히로키,김수진,김준한,권율,민진웅,백수장,한건태,정준원,윤슬,배제기,최정헌,박성택,시바타 요시유키"
"박쥐",14835618500,2205621,499,45400,"2009-04-30","CJ ENM","청소년관람불가","공포(호러),드라마","박찬욱","송강호,김옥빈","(주)모호필름",1,",김해숙,신하균,박인환,송영창,오달수"
"반창꼬",17911274787,2475797,466,46879,"2012-12-19","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","멜로/로맨스","정기훈","고수,한효주","(주)영화사오름",1,",마동석,김성오,현쥬니,진서연,윤세웅"
"방자전",22490392000,2985556,495,67572,"2010-06-02","CJ ENM","청소년관람불가","사극,코미디,멜로/로맨스","김대우","김주혁,류승범,조여정","(주)바른손이앤에이,시오필름(주),(주)더타워픽쳐스",2,",류현경,오달수,송새벽,오정세,공형진,김성령,정양,최무성,문원주,정다혜"
"백두산",52905789770,6290502,1971,99915,"2019-12-19","(주)씨제이이엔엠,(주)덱스터스튜디오","12세이상관람가","어드벤처,드라마","이해준,김병서","이병헌,하정우,마동석,전혜진,수지","주식회사 덱스터 픽쳐스,(주)퍼펙트스톰필름,(주)씨제이이엔엠",3,",이상원,옥자연,한수현,강신철,이경영,조한철,최광일,김시아,임형국,마이클 레이,로버트 커티스 브라운,자이 데이,잭 라이온스,박주환,남성준,김민식,박지홍,서현우,김준원,남문철,박성근"
"범죄도시",56322153349,6880546,1315,149389,"2017-10-03","메가박스중앙(주)플러스엠,(주)키위미디어그룹","청소년관람불가","범죄,액션","강윤성","마동석,윤계상","(주)홍필름,(주)비에이엔터테인먼트",4,",조재윤,최귀화,임형준,진선규,홍기준,허동원,하준,김성규,박지환,허성태,민경진,엄지성,김구택,박상규,유지연,배진아,윤병희,이도군"
"범죄와의 전쟁: 나쁜놈들 전성시대",36540327500,4720050,713,91892,"2012-02-02","(주)쇼박스","청소년관람불가","범죄,드라마","윤종빈","최민식,하정우","(주)팔레트픽처스,(주)쇼박스",3,",조진웅,마동석,곽도원,김성균,김종수,김종구,권태원,김혜은,김영선,송영창"
"베를린",52356534637,7166453,894,111749,"2013-01-30","(주)씨제이이엔엠","15세이상관람가","액션","류승완","하정우,한석규,류승범,전지현,이경영","(주)외유내강,(주)씨제이이엔엠",4,",존 케오그,너맨 아카,최무성,곽도원,김서형,토마스 디엠,테이펀 베뎀소이,베르너 다엔,배정남"
"베테랑",105169264250,13414200,1115,199240,"2015-08-05","(주)씨제이이엔엠","15세이상관람가","액션,드라마","류승완","황정민,유아인,유해진,오달수","(주)외유내강,(주)필름케이",5,",장윤주,김시후,오대환,정웅인,정만식,송영창,진경,유인영,박소담,이동휘,배성우,천호진"
"변호인",82872254800,11374859,925,152276,"2013-12-18","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","드라마","양우석","송강호,김영애,오달수,곽도원,임시완","위더스필름(주)",5,",송영창,정원중,조민기,이항나,이성민,차은재,차광수,한기중,심희섭,조완기"
"보안관",20844488409,2588628,1091,63709,"2017-05-03","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","범죄,코미디","김형주","이성민,조진웅,김성균","(주)영화사 월광,(주)사나이픽처스",1,",김종수,조우진,임현성,배정남,김혜은,김병옥,김광규,손여은,김재영"
"봉오동 전투",40588648538,4787538,1476,107030,"2019-08-07","(주)쇼박스","15세이상관람가","사극,액션,드라마","원신연","유해진,류준열,조우진","(주)빅스톤픽쳐스,(주)더블유픽처스,(주)쇼박스",3,",키타무라 카즈키,이케우치 히로유키,박지환,최유화,성유빈,이재인,다이고 코타로,원풍연,양현민,홍상표"
"봉이 김선달",16227052642,2051277,942,51418,"2016-07-06","(주)씨제이이엔엠","12세이상관람가","사극","박대민","유승호,조재현,고창석,라미란,시우민","(주)엠픽처스,(주)에스엔케이픽처스",1,",전석호,서예지,김영필,최귀화,이준혁,기주봉,권태원,곽민석,서정주,김종수,고인범,오윤홍"
"부당거래",20996302500,2722996,502,69703,"2010-10-28","CJ ENM","청소년관람불가","범죄,드라마","류승완","황정민,류승범,유해진,천호진","필름트레인,(주)외유내강",1,",마동석,우정국,조영진,정만식,이성민,김수현,구본웅,김민재,이희준,오정세,이종구,백승익,송새벽,고서희,곽자형,조종근"
"부러진 화살",25937273000,3459864,530,71593,"2012-01-18","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","드라마","정지영","안성기,박원상,나영희,김지호","(주)아우라픽처스",2,",문성근,이경영,김응수,진경,김준배,박수일"
"부산행",93182579048,11566862,1788,151350,"2016-07-20","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","액션,스릴러","연상호","강동원,이정현","(주)영화사레드피터",5,",이레,권해효,김민재,구교환,김도윤,이예원"
"뷰티 인사이드",16184831031,2057896,648,53350,"2015-08-20","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","판타지,멜로/로맨스","백","한효주,김대명,도지한,배성우,박신혜,이범수,박서준,김상호,천우희,우에노 주리,이재준,김민재,이현우,조달환,이진욱,홍다미,서강준,김희원,이동욱,고아성,김주혁,유연석","(주)용필름",1,"이동휘,문숙,이경영,이미도,최용민,신동미,김시은,박민수,박근록"
"블라인드",18390012500,2367942,404,49358,"2011-08-10","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","스릴러","안상훈","김하늘,유승호","(주)문와쳐",1,",조희봉,양영조,김미경,박충선,박보검,달이,짱,김종권"
"블랙머니",20863134010,2478964,1141,77469,"2019-11-13","(주)에이스메이커무비웍스","12세이상관람가","범죄,드라마","정지영","조진웅,이하늬","유한회사 질라라비,(주)아우라픽처스",1,",이경영,강신일,최덕문,조한철,허성태,윤병희,서현철,남명렬,정민성,김종태,노진원,해리스 제이 버틀리엡,크리스티나 마리아 몽고오 오로우,이나라,남문철,김진구,김재록,이승훈,성병숙,권소현,한갑수,이태형,윤진영,우수빈"
"사도",48846045501,6247651,1210,124263,"2015-09-16","(주)쇼박스","12세이상관람가","사극","이준익","송강호,유아인,문근영","(주)타이거픽쳐스",3,",전혜진,김해숙,박원상,진지희,박소담,서예지,이광일,이대연,강성해,최덕문,정석용,최민철,박명신,조승연,엄지성"
"사랑",13446137500,2023174,381,54789,"2007-09-19","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","멜로/로맨스,액션","곽경택","주진모,박시연,주현","(주)진인사필름,(주)태원엔터테인먼트",1,",김민준,임현성,차도진,곽민석"
"사바하",20007508194,2398519,1174,78096,"2019-02-20","(주)씨제이이엔엠","15세이상관람가","미스터리,스릴러","장재현","이정재,박정민,이재인,유지태","(주)외유내강,(주)필름케이",1,",정진영,이다윗,진선규,지승현,타나카 민,차순배,황정민,이항나,정동환,오윤홍"
"살인자의 기억법",21375287492,2658589,1064,88686,"2017-09-06","(주)쇼박스","15세이상관람가","범죄,스릴러","원신연","설경구,김남길,설현,오달수","(주)쇼박스,(주)더블유픽처스,(주)그린피쉬,영화사 이창",1,",황석정,정인겸,신기준,장진영,신린아,김혜윤,최유송,김정영,박광재"
"색즉시공 시즌2",13466476000,2002423,390,41017,"2007-12-12","CJ ENM","청소년관람불가","코미디","윤태윤","임창정,송지효","(주)두사부필름",1,",최성국,신이,유채영,이화선,이상윤,홍지영,선호빈,최현,박영수"
"설국열차",67012235200,9350323,1128,124858,"2013-08-01","(주)씨제이이엔엠","15세이상관람가","SF,액션","봉준호","크리스 에반스,송강호,에드 해리스,존 허트,틸다 스윈튼,제이미 벨,옥타비아 스펜서,이완 브렘너,알리슨 필,고아성","(주)모호필름,오퍼스픽쳐스(유)",4,",스티브 박,루크 파스콸리노,케니 도우티,클락 미들튼,블라드 이바노브,아드난 해스커빅,엠마 레비,토마스 레마르퀴스,이고르 주릭,위헬미나 맥패든,타일러 존 윌리엄스"
"세븐 데이즈",13720377000,2048339,305,47249,"2007-11-14","(주)프라임엔터테인먼트","청소년관람불가","스릴러,범죄","원신연","김윤진,김미숙,박희순","(주)영화사윤앤준",1,",최무성,장항선,양진우,정동환,이정헌,원풍연,이라혜,조덕현,서동수,박재준,윤빈,권병길,신현종,길해연"
"소원",18529880600,2711086,651,72330,"2013-10-02","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","드라마","이준익","설경구,엄지원,이레","(주)필름모멘텀",1,",김해숙,김상호,라미란,양진성,김도엽,강성해,권태원,김진혁"
"수상한 그녀",62710880849,8658800,1027,136985,"2014-01-22","(주)씨제이이엔엠","15세이상관람가","드라마","황동혁","심은경,나문희,박인환,성동일,이진욱","(주)예인플러스엔터테인먼트,아이앤코스모스(주)시네와이즈필름",4,",김현숙,황정민,김슬기,진영,하연주,박혜진,정인기,장유,홍석연,박형우,이상언,박승태,한지은,강한샘"
"숨바꼭질",39602995500,5604106,779,88064,"2013-08-14","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","스릴러","허정","손현주,문정희,전미선","(주)드림캡쳐",3,",김원해,정준원,김수안,김지영,이준혁,노수산나,이영석,이영미,성유빈,엄지성,허남일,리민,이승희,백종우,김정우,정민성,조한철,조시내"
"스물",23563705686,3044859,926,100167,"2015-03-25","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","코미디,드라마","이병헌","김우빈,준호,강하늘","(주)영화나무,(주)아이에이치큐",2,",정소민,이유비,민효린,정주연"
"스파이",24512378305,3436012,785,72804,"2013-09-05","(주)씨제이이엔엠","15세이상관람가","액션","이승준","설경구,문소리,다니엘 헤니","(주)제이케이필름,(주)씨제이이엔엠",2,",고창석,한예리,정인기,라미란,송재호,김지영"
"시동",21236477800,2525986,1515,58603,"2019-12-18","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","드라마","최정열","마동석,박정민,정해인,염정아,최성은","(주)외유내강",1,",김종수,윤경호,김경덕"
"시라노; 연애조작단",19838443000,2684798,415,77739,"2010-09-16","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","멜로/로맨스,코미디","김현석","엄태웅,이민정,최다니엘,박신혜,박철민,전역산,송새벽,류현경","(주)명필름",1,",이미도,이미소,도용구"
"식객",18979312500,2964374,406,67299,"2007-11-01","CJ ENM","12세이상관람가","드라마","전윤수","김강우,임원희,이하나","쇼이스트(주)",2,",정은표,김상호,정진,정진,김진태,공호석,박진영,안길강,이주실,무라카미 켄이치,맹봉학,이형권,권병길"
"신과함께-인과 연",102677675409,12276350,2235,180042,"2018-08-01","롯데컬처웍스(주)롯데엔터테인먼트","12세이상관람가","판타지,드라마","김용화","하정우,주지훈,김향기,마동석,김동욱","리얼라이즈픽쳐스(주),(주)덱스터스튜디오",5,",조한철,임원희,남일우,정지훈,도경수,이준혁,장광,정해균"
"신과함께-죄와 벌",115707627637,14411775,1912,213315,"2017-12-20","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","판타지,드라마","김용화","하정우,차태현,주지훈,김향기,김동욱,마동석","리얼라이즈픽쳐스(주),(주)덱스터스튜디오",5,",오달수,임원희,도경수,이준혁,예수정,장광,정해균,김수안,남일우,정지훈"
"신기전",24326346000,3728429,585,78463,"2008-09-04","CJ ENM","15세이상관람가","사극,드라마,액션,전쟁","김유진","정재영,한은정,허준호","(주)시네마서비스글로벌",2,",안성기,정성모,김명수,이도경,인교진,류현경,서주성,조원희,오순태,신정근,이승근,이창직,최승일,강지은,방수형"
"신세계",34881330905,4682492,671,90581,"2013-02-21","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","범죄,액션","박훈정","이정재,최민식,황정민","(주)사나이픽처스,(주)페퍼민트앤컴퍼니,(주)대명문화공장,(주)파트너스케이",3,",박성웅,송지효,김윤성,나광훈,박로사,최일화,주진모,장광,권태원,김홍파"
"신의 한 수",28812027456,3566852,794,77110,"2014-07-03","(주)쇼박스","청소년관람불가","범죄,액션","조범구","정우성,이범수,안성기,김인권,이시영","(주)메이스엔터테인먼트,(주)아지트필름",2,",안길강,이도경,최진혁,정해균,안서현,김명수,황춘하,이일섭,김세동,김주명,이용녀,유순철,홍성덕,박지훈,윤희철,김소진,유재상"
"신의 한 수: 귀수편",18463776050,2157437,1246,82178,"2019-11-07","(주)씨제이이엔엠","15세이상관람가","범죄,액션","리건","권상우,김희원,김성균","(주)메이스엔터테인먼트,(주)아지트필름",1,",허성태,우도환,정인겸,원현준,박상훈,신수연,김정팔,홍기준,스테파니 리"
"쌍화점",25411823400,3749034,532,72498,"2008-12-30","(주)쇼박스","청소년관람불가","드라마","유하","조인성,주진모,송지효","오퍼스픽쳐스(유)",2,",심지호,임주환,여욱환,송중기,장지원,김춘기,이종구,권태원,도용구,고인범,함건수,노민우,도예성,박종수"
"써니",54036428100,7362789,546,149143,"2011-05-04","(주)씨제이이엔엠","15세이상관람가","드라마,코미디","강형철","유호정,심은경,강소라,고수희,김민영,홍진희,박진주,이연경,남보라,김보미,민효린","(주)알로하픽쳐스,(주)토일렛픽쳐스",4,",김시후,김영옥,정원중,김혜옥,박영서,천우희,하승리,김예원"
"아가씨",35217052991,4288530,1171,90372,"2016-06-01","(주)씨제이이엔엠","청소년관람불가","스릴러,드라마","박찬욱","김민희,김태리,하정우,조진웅","유한회사 아가씨에프에스,(주)모호필름,(주)용필름",2,",김해숙,이용녀,이동휘,곽은진,조은형"
"아수라",20579716662,2594420,1278,68044,"2016-09-28","(주)씨제이이엔엠","청소년관람불가","범죄,액션","김성수","정우성,황정민,주지훈,곽도원","(주)사나이픽처스",1,",정만식,윤지혜,김해곤,김원해,오연아,김종수,김현빈,윤대열,유정호,정미남,최병모,박민이,현봉식,황병국,조준,정형석,박유밀,염동헌,정동규,박효근,최원경,최성원,김수진"
"아이 캔 스피크",25551269986,3283470,1140,93074,"2017-09-21","롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스","12세이상관람가","코미디","김현석","나문희,이제훈","주식회사 영화사 시선,(주)명필름",2,",박철민,염혜란,이상희,이지훈,정연주,김소진,김일웅,성유빈,최수인,이재인"
"아저씨",47102707500,6178452,501,109875,"2010-08-04","CJ ENM","청소년관람불가","액션,드라마","이정범","원빈,김새론","오퍼스픽쳐스(유)",3,",김태훈,김희원,김성오,이종필,타나용 웡트라쿨,김효서,송영창,황화순,남경읍"
"악의 연대기",17361815332,2192525,776,64351,"2015-05-14","(주)씨제이이엔엠","15세이상관람가","스릴러","백운학","손현주,마동석,최다니엘,박서준","(주)비에이엔터테인먼트",1,",정원중,윤희원,이태형,오상무,한수현,박성현,이상원,이두익,신나라,엄지성"
"악인전",29133760150,3364712,1307,97351,"2019-05-15","(주)에이스메이커무비웍스,(주)키위미디어그룹","청소년관람불가","범죄,액션","이원태","마동석,김무열,김성규","(주)비에이엔터테인먼트",2,",유승목,최민철,김윤성,허동원,우강민,오희준,문동혁"
"안시성",46342006026,5441020,1540,110444,"2018-09-19","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","사극,액션","김광식","조인성,남주혁,박성웅","(주)영화사수작,(주)스튜디오앤뉴,모티브픽쳐스(주)",3,",배성우,엄태구,설현,박병은,오대환,정은채,유오성,장광,성동일,여회현,정지훈"
"암살",98466287781,12706483,1519,175211,"2015-07-22","(주)쇼박스","15세이상관람가","액션,드라마","최동훈","전지현,이정재,하정우","(주)케이퍼필름",5,",오달수,조진웅,이경영,최덕문,박병은,김의성,진경,허지원,김홍파,정규수,정인겸,이환,김인우,심희섭,허정도,우상전"
"암수살인",32998321048,3789553,1177,126128,"2018-10-03","(주)쇼박스","15세이상관람가","범죄,드라마","김태균","김윤석,주지훈","(주)필름295,(주)블러썸픽쳐스",2,",진선규,정종준,허진,김중기,김영웅,정기섭,이봉련,전국환,김종수,배해선,권소현,원현준"
"엑시트",79232012162,9426011,1660,202223,"2019-07-31","(주)씨제이이엔엠","12세이상관람가","코미디,액션","이상근","조정석,윤아","(주)외유내강,(주)필름케이",4,",고두심,박인환,김지영,강기영,김종구,김병순,황효은,이봉련,정민성,박성일,배유람,유수빈,신세휘,김강훈"
"역린",29894266890,3849552,1054,83299,"2014-04-30","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","사극","이재규","현빈,정재영,조정석,조재현,한지민","굿초이스컷픽쳐스(주),(주)파파스필름",2,",김성령,박성웅,정은채,송영창,이도경,서이숙,김민재,김대명,김주완,유은미,성유빈,천보근,구승현,이재희,전국향,문지현,김창회"
"연가시",32175400664,4515833,759,71928,"2012-07-05","(주)씨제이이엔엠","15세이상관람가","공포(호러),SF","박정우","김명민,문정희,김동완,이하늬","(주)오죤필름",3,",엄지성,염현서,강신일,조덕현,전국환,최정우,이형철,정인기,송영창,김세동,조한철,민경진"
"연평해전",45567290830,6044956,1013,114487,"2015-06-24","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","드라마","김학순","김무열,진구,이현우","(주)로제타시네마",3,",김지훈,장준학,주희중,이완,김하균,한이진,강한샘,김동범,이철민,박정학,천민희,이재원,김동현,황인무,한강일,서동건,이한종,유형균,김선길,최건영,정해민,조하늘,김충길,서상원,황세정,장의수,권화운"
"오싹한 연애",22010977000,3009356,544,62913,"2011-12-01","(주)씨제이이엔엠","12세이상관람가","공포(호러),멜로/로맨스,코미디","황인호","손예진,이민기","상상필름(주)",2,",박철민,김현숙,이미도,신성훈,윤지민,황승언,이현진"
"완득이",38533069000,5311232,629,117847,"2011-10-20","(주)씨제이이엔엠","12세이상관람가","드라마","이한","김윤석,유아인","(주)유비유필름,어나더픽쳐스(주)",3,",박수영,이자스민,김상호,김영재,박효주,강별,김동영"
"완벽한 타인",44356976474,5294154,1325,143075,"2018-10-31","롯데컬처웍스(주)롯데엔터테인먼트","15세이상관람가","드라마,코미디","이재규","유해진,조진웅,이서진,염정아,김지수,송하윤,윤경호","(주)필름몬스터,드라마하우스(주)",3,",지우"
"왕의 남자",66015355400,10513699,313,111175,"2005-12-29","(주)시네마서비스","15세이상관람가","드라마","이준익","감우성,정진영,강성연,이준기","(주)씨네월드,(주)이글픽쳐스",5,",장항선,유해진,정석용,이승훈"
"용의자",30037521000,4131338,807,69124,"2013-12-24","(주)쇼박스","15세이상관람가","액션,스릴러","원신연","공유,박희순,조성하,유다인,김성균,조재윤","(주)그린피쉬,(주)쇼박스",2,",박지일,김민재,김의성,원풍연,원진,송재림,최종률,남보라,기주봉,조석현,이용직,최태환"
"우리 생애 최고의 순간",26119898000,4018872,418,70724,"2008-01-10","(주)싸이더스","전체관람가","드라마","임순례","문소리,김정은,엄태웅,김지영,조은지,차민지","(주)엠케이픽처스",2,",남궁,이미도,조영진,이봉규,정석용,하정우,최욱,정세형,김강민,김종언"
"우리들의 행복한 시간",14938458000,2472060,414,47300,"2006-09-14","(주)프라임엔터테인먼트","15세관람가","드라마","송해성","강동원,이나영","(주)엘제이필름,상상필름(주)",1,",윤여정,강신일,정영숙,김지영,장현성"
"웰컴 투 동막골",40328508500,6436508,356,72108,"2005-08-04","(주)쇼박스","12세관람가","전쟁,드라마","박광현","정재영,신하균,강혜정","필름있수다,(주)쇼박스",3,"임하룡,서재경,류덕환,스티브 태슐러,정재진,이용이,박남희,조덕현,유승목,심원철,강현중,리민,고관재,권오민,홍예인"
"위험한 상견례",19174920500,2595625,524,75068,"2011-03-31","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","코미디,멜로/로맨스","김진영","진세연,홍종현,신정근,전수경,김응수","(주)전망좋은 영화사",1,",박은혜,김도연,김동균,장세현,박두식"
"은밀하게 위대하게",48700887413,6959083,1341,117461,"2013-06-05","(주)쇼박스","15세이상관람가","액션,코미디,드라마","장철수","김수현,박기웅,이현우,손현주","(주)엠씨엠씨",4,",박혜숙,고창석,김성균,장광,신정근,홍경인,이채영,최우식,구승현,조용진,이연경,엄태구,리민,조영진,윤원석,박정기,고인범,김법래"
"음란서생",14944528700,2304365,347,38964,"2006-02-23","CJ ENM","18세관람가","사극,코미디","김대우","한석규,이범수,김민정","(주)영화사비단길",1,",오달수,김뢰하,안내상,김기현,우현,김병옥,전수환,윤상화,연보라"
"의뢰인",17797131500,2393103,522,58416,"2011-09-29","(주)쇼박스","15세이상관람가","스릴러","손영성","하정우,박희순,장혁","청년필름(주)",1,",성동일,김성령,정원중,유다인,박혁권,주진모,예수정,황병국,민복기,유순웅,배성우,배윤범,박성근,이창훈,박성연,최희진,유하준,이소정,최종원"
"의형제",40153817000,5416829,569,118250,"2010-02-04","(주)쇼박스","15세이상관람가","드라마,액션","장훈","송강호,강동원","(주)쇼박스,(주)다세포클럽,루비콘픽쳐스㈜",3,",전국환,박혁권,윤희석,최정우,권범택,정인기,조석현,차엽"
"이끼",25437300500,3350303,740,58198,"2010-07-14","CJ ENM","청소년관람불가","드라마,스릴러","강우석","정재영,박해일,유준상,유선,허준호,유해진,김상호,김준배","(주)시네마서비스,㈜렛츠필름,(주)시네마서비스글로벌",2,",강신일,임승대,정규수,이철민,오순태,윤아름"
"이웃사람",18088462369,2434269,600,56752,"2012-08-22","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","스릴러","김휘","김윤진,마동석,천호진,김성균,김새론,임하룡,장영남,도지한","영화사 무쇠팔,플로우식스(주),자이온 이엔티(주),(주)누리픽쳐스,히트박스,(주)미스터로맨스",1,",김기천,장유,곽민석,차현우,조유신,한수현,김미경"
"인천상륙작전",55105606303,7050475,1049,97032,"2016-07-27","(주)씨제이이엔엠","12세이상관람가","전쟁,드라마","이재한","이정재,이범수,리암 니슨,진세연","(주)태원엔터테인먼트",4,",정준호,박철민,김병옥,존 그리스,길금성,신수항,김희진,정민지,김수오,함형기,이나경,이충구,성혁,고윤,장준학,션 리차드,저스틴 러플,진용욱,박정원,양범,이해준,조지 비셋,윤석진,김중희,윤다영,반세정,조원희,송경철,김중기,이창세,김제열,론 로만,매튜 도마,다미렌 퍼타도,트로이 마크 지젤스버거,아키라"
"재심",19266319637,2421197,935,68402,"2017-02-15","오퍼스픽쳐스(유),CGV아트하우스","15세이상관람가","드라마","김태윤","정우,강하늘,김해숙","(주)이디오플랜",1,",이동휘,한재영,이경영,김소진,민진웅,이정은,김영재,성도현,양희명,박두식,김연서,박철민,김하나,최정헌,하성광"
"전우치",44092783000,6065369,612,102356,"2009-12-23","CJ ENM","12세이상관람가","액션,코미디,판타지","최동훈","강동원,김윤석,임수정,유해진","영화사 집",3,",송영창,주진모,김상호,선우선,공정환,권태원,이숙,박남희,이용녀,김기천"
"조선명탐정 : 각시투구꽃의 비밀",35841769500,4786259,634,84189,"2011-01-27","(주)쇼박스","12세이상관람가","코미디,액션","김석윤","김명민,오달수,한지민","청년필름(주)",3,",이재용,우현,예수정,최무성,정인기"
"조선명탐정 : 사라진 놉의 딸",30456879428,3872015,825,80499,"2015-02-11","(주)쇼박스","12세이상관람가","사극,코미디,어드벤처","김석윤","김명민,오달수,이연희","청년필름(주)",2,",조관우,정원중,이채은,황채원,황정민,우현,최무성"
"조선명탐정: 흡혈괴마의 비밀",19822789764,2444136,1249,74953,"2018-02-08","(주)쇼박스","12세이상관람가","사극,어드벤처,코미디","김석윤","김명민,오달수,김지원","청년필름(주)",1,",김범,박근형,우현,윤상훈,장률,김정화"
"조작된 도시",20144704587,2515590,1019,62242,"2017-02-09","(주)씨제이이엔엠","15세이상관람가","범죄,액션","박광현","지창욱,심은경,안재홍","(주)티피에스컴퍼니,(주)영화사심플렉스,컬쳐메이트",1,"오정세,김상호,김민교,김기천,이하늬,김호정,이순원,김슬기,심원철,서이안,최귀화,권태원,배민정,김지훈,노남석,윤성민,이석,유승옥,류인석,전역산,안연선"
"좋은 놈, 나쁜 놈, 이상한 놈",43754257000,6685845,824,93574,"2008-07-17","CJ ENM","15세이상관람가","서부극(웨스턴),액션,어드벤처","김지운","송강호,이병헌,정우성","(주)다크서클픽쳐스,(주)바른손이앤에이",4,",윤제문,류승수,송영창,손병호,오달수,이청아"
"증인",20482789331,2534748,1047,89564,"2019-02-13","롯데컬처웍스(주)롯데엔터테인먼트","12세이상관람가","드라마","이한","정우성,김향기","(주)무비락,(주)도서관옆스튜디오",1,",이규형,염혜란,장영남,정원중,김종수"
"지금 만나러 갑니다",20800916128,2602273,1191,97482,"2018-03-14","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","멜로/로맨스","이장훈","소지섭,손예진","(주)무비락,(주)도서관옆스튜디오,(주)푸른나무픽쳐스",1,",김지환,고창석,이유진,김현수,배유람,이준혁,서정연,신우희"
"쩨쩨한 로맨스",15800299000,2067534,450,47891,"2010-12-01","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","코미디,멜로/로맨스","김정훈","이선균,최강희","(주)크리픽쳐스",1,",오정세,류현경,송유하,백도빈,박성일,조은지"
"청년경찰",44382020516,5653444,1102,118547,"2017-08-09","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션","김주환","박서준,강하늘","(주)무비락,(주)도서관옆스튜디오,베리굿스튜디오(주)",3,",성동일,박하선,고준,이호정,조준"
"초능력자",15374798000,2130645,612,58009,"2010-11-10","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","SF,드라마","김민석","강동원,고수,정은채","영화사 집",1,",윤다경,최덕문,아부다드,에네스 카야,양경모"
"최종병기 활",55827861500,7470633,615,130054,"2011-08-10","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","사극,액션","김한민","박해일,류승룡,김무열,문채원","(주)디씨지플러스,(주)다세포클럽",4,",이한위,김구택,이경영,박기웅,이승준,이재구,박노식,이다윗,전민서,오타니 료헤이,김현태,강태영,문영동,조하석,김길동,정제우,서동구,지건우"
"추격자",33986959000,5046096,433,106805,"2008-02-14","(주)쇼박스","청소년관람불가","범죄,스릴러,액션","나홍진","김윤석,하정우","(주)영화사비단길",3,",서영희,구본웅,김유정,정인기,박효주,최정우,민경진"
"친구 2",21804687513,2971475,968,69865,"2013-11-14","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","액션","곽경택","유오성,주진모,김우빈","(주)트리니티엔터테인먼트,(주)제이콘컴퍼니",2,",장영남,정호빈,기주봉,이철민,이준혁,황성준,장지건,선호진,정수교,배성종,강한나,이상훈,원웅재,신준범,지승현,박성현,윤진하,박아인,조민준"
"친절한 금자씨",20483051393,3119682,386,41438,"2005-07-29","CJ ENM","18세관람가","스릴러","박찬욱","이영애,최민식","(주)모호필름",2,",권예영,김시후,남일우,김병옥,오달수,이승신,김부선,라미란"
"퀵",22960890000,3125069,514,60714,"2011-07-20","(주)씨제이이엔엠","15세이상관람가","코미디,액션","조범구","이민기,강예원,김인권,고창석","(주)제이케이필름,(주)씨제이이엔엠",2,",주진모,김병철,김은옥,윤제문,유승목,마동석,송재호,전국환,오정세"
"타워",37654858000,5181014,638,81147,"2012-12-25","(주)씨제이이엔엠","12세이상관람가","드라마","김지훈","설경구,손예진,김상경","(주)씨제이이엔엠,(주)더타워픽쳐스",3,",김인권,안성기,송재호,이주실,이한위,권태원,전국향,정인기,차인표,전배수,박준혁,김성오,민영,이주하,도지한,조민아,이현조,권현상,김수진,이창용,박호영,박재웅"
"타짜",36181314700,5685521,492,76884,"2006-09-28","CJ ENM","18세관람가","드라마","최동훈","조승우,김혜수,백윤식,유해진","(주)싸이더스,(주)영화사참",3,",김응수,김상호,김윤석,주진모,김경익,이수경,김정난,권태원,조상건,백도빈,서동수"
